case_id,point,clause,article,type,note
1021,,,106,"tố tụng hình sự ",
1022,c,1,249,"hình sự ",
1022,,,106,"tố tụng hình sự ",
1022,s,1,51,"hình sự ",
1022,,2,135,"tố tụng hình sự ",
1022,,2,136,"tố tụng hình sự ",
1023,i,1,249,"hình sự ",
1023,s,1,51,"hình sự ",
1023,,5,249,"hình sự ",
1023,,2,136,"tố tụng hình sự ",
1023,,,135,"tố tụng hình sự ",
1023,,,50,"hình sự ",
1023,,,38,"hình sự ",
1023,,,47,"hình sự ",
1023,,3,106,"tố tụng hình sự ",
1023,,2,106,"tố tụng hình sự ",
1023,,2,357,,dân sự
1023,,,2,,thi hành án dân sự
1023,,,26,,thi hành án dân sự
1023,,,6,,thi hành án dân sự
1023,,,7,,thi hành án dân sự
1023,,,9,,thi hành án dân sự
1023,,,30,,thi hành án dân sự
1024,i,1,249,"hình sự ",
1024,,5,249,"hình sự ",
1024,,,135,"tố tụng hình sự ",
1024,s,1,51,"hình sự ",
1024,,2,136,"tố tụng hình sự ",
1024,,,38,"hình sự ",
1024,,,50,"hình sự ",
1024,,,47,"hình sự ",
1024,,2,357,,dân sự
1024,,2,106,"tố tụng hình sự ",
1024,,,26,,thi hành án dân sự
1024,,3,106,"tố tụng hình sự ",
1024,,,7,,thi hành án dân sự
1024,,,2,,thi hành án dân sự
1024,,,6,,thi hành án dân sự
1024,,,30,,thi hành án dân sự
1024,,,9,,thi hành án dân sự
1025,c,1,249,"hình sự ",
1025,,5,249,"hình sự ",
1025,,,135,"tố tụng hình sự ",
1025,s,1,51,"hình sự ",
1025,,2,136,"tố tụng hình sự ",
1025,,,38,"hình sự ",
1025,,,50,"hình sự ",
1025,,,47,"hình sự ",
1025,,2,106,"tố tụng hình sự ",
1025,,3,106,"tố tụng hình sự ",
1025,,2,357,,dân sự
1025,,,6,,thi hành án dân sự
1025,,,26,,thi hành án dân sự
1025,,,2,,thi hành án dân sự
1025,,,7,,thi hành án dân sự
1025,,,30,,thi hành án dân sự
1025,,,9,,thi hành án dân sự
1026,,5,249,"hình sự ",
1026,i,1,249,"hình sự ",
1026,s,1,51,"hình sự ",
1026,,,135,"tố tụng hình sự ",
1026,,2,136,"tố tụng hình sự ",
1026,,,38,"hình sự ",
1026,,,50,"hình sự ",
1026,,,47,"hình sự ",
1026,,3,106,"tố tụng hình sự ",
1026,,2,106,"tố tụng hình sự ",
1026,,2,357,,dân sự
1026,,,26,,thi hành án dân sự
1026,,,2,,thi hành án dân sự
1026,,,7,,thi hành án dân sự
1026,,,6,,thi hành án dân sự
1026,,,9,,thi hành án dân sự
1026,,,30,,thi hành án dân sự
1027,,5,249,"hình sự ",
1027,c,1,249,"hình sự ",
1027,s,1,5,"hình sự ",
1027,s,1,51,"hình sự ",
1027,h,1,52,"hình sự ",
1027,,,135,"tố tụng hình sự ",
1027,,2,136,"tố tụng hình sự ",
1027,,,38,"hình sự ",
1027,,,47,"hình sự ",
1027,,,50,"hình sự ",
1027,,2,106,"tố tụng hình sự ",
1027,,3,106,"tố tụng hình sự ",
1027,,2,357,,dân sự
1027,,,26,,thi hành án dân sự
1027,,,6,,thi hành án dân sự
1027,,,30,,thi hành án dân sự
1027,,,2,,thi hành án dân sự
1027,,,7,,thi hành án dân sự
1027,,,9,,thi hành án dân sự
1028,s,1,51,"hình sự ",
1028,c,1,249,"hình sự ",
1028,,,135,"tố tụng hình sự ",
1028,,5,249,"hình sự ",
1028,,2,136,"tố tụng hình sự ",
1028,,,38,"hình sự ",
1028,,,50,"hình sự ",
1028,,2,106,"tố tụng hình sự ",
1028,,,47,"hình sự ",
1028,,3,106,"tố tụng hình sự ",
1028,,2,357,,dân sự
1028,,,6,,thi hành án dân sự
1028,,,2,,thi hành án dân sự
1028,,,26,,thi hành án dân sự
1028,,,7,,thi hành án dân sự
1028,,,9,,thi hành án dân sự
1028,,,30,,thi hành án dân sự
1029,c,1,249,"hình sự ",
1029,,,38,"hình sự ",
1029,,,47,"hình sự ",
1029,s,1,51,"hình sự ",
1029,,5,249,"hình sự ",
1029,,,106,"tố tụng hình sự ",
1029,,,136,"tố tụng hình sự ",
1029,,,331,"tố tụng hình sự ",
1029,,,332,"tố tụng hình sự ",
1029,,,333,"tố tụng hình sự ",
1029,,,6,,thi hành án dân sự
1029,,,2,,thi hành án dân sự
1029,,,9,,thi hành án dân sự
1029,,,7,,thi hành án dân sự
1029,,,7a,,thi hành án dân sự
1029,,,30,,thi hành án dân sự
1030,c,1,249,"hình sự ",
1030,s,1,51,"hình sự ",
1030,,2,51,"hình sự ",
1030,,,47,"hình sự ",
1030,,,106,"tố tụng hình sự ",
1030,,5,249,"hình sự ",
1030,,,38,"hình sự ",
1030,,,331,"tố tụng hình sự ",
1030,,,136,"tố tụng hình sự ",
1030,,,2,,thi hành án dân sự
1030,,,332,"tố tụng hình sự ",
1030,,,333,"tố tụng hình sự ",
1030,,,6,,thi hành án dân sự
1030,,,7,,thi hành án dân sự
1030,,,30,,thi hành án dân sự
1030,,,9,,thi hành án dân sự
1030,,,7a,,thi hành án dân sự
1031,c,1,249,"hình sự ",
1031,,,47,"hình sự ",
1031,s,1,51,"hình sự ",
1031,,,106,"tố tụng hình sự ",
1031,,,38,"hình sự ",
1031,,5,249,"hình sự ",
1031,,,331,"tố tụng hình sự ",
1031,,,136,"tố tụng hình sự ",
1031,,,332,"tố tụng hình sự ",
1031,,,333,"tố tụng hình sự ",
1031,,,2,,thi hành án dân sự
1031,,,6,,thi hành án dân sự
1031,,,30,,thi hành án dân sự
1031,,,9,,thi hành án dân sự
1031,,,7,,thi hành án dân sự
1031,,,7a,,thi hành án dân sự
1032,o,2,249,"hình sự ",
1032,a,1,249,"hình sự ",
1032,c,1,249,"hình sự ",
1032,s,1,51,"hình sự ",
1032,h,1,52,"hình sự ",
1032,,1,47,"hình sự ",
1032,,1,249,"hình sự ",
1032,,1,106,"tố tụng hình sự ",
1032,a,2,106,"tố tụng hình sự ",
1032,c,2,106,"tố tụng hình sự ",
1032,a,3,106,"tố tụng hình sự ",
1032,,2,136,"tố tụng hình sự ",
1033,,,38,"hình sự ",
1033,b,3,249,"hình sự ",
1033,,,17,"hình sự ",
1033,s,1,51,"hình sự ",
1033,,2,51,"hình sự ",
1033,,,47,"hình sự ",
1033,,,106,"tố tụng hình sự ",
1034,i,1,249,"hình sự ",
1034,s,1,51,"hình sự ",
1034,,1,47,"hình sự ",
1034,,,136,"tố tụng hình sự ",
1035,c,1,249,"hình sự ",
1035,,5,249,"hình sự ",
1035,,2,51,"hình sự ",
1035,s,1,51,"hình sự ",
1035,,1,38,"hình sự ",
1035,,2,106,"tố tụng hình sự ",
1035,,1,52,"hình sự ",
1035,c,1,47,"hình sự ",
1035,,2,136,"tố tụng hình sự ",
1035,a,2,106,"tố tụng hình sự ",
1035,,3,106,"tố tụng hình sự ",
1035,,2,135,"tố tụng hình sự ",
1035,,,333,"tố tụng hình sự ",
1035,,,331,"tố tụng hình sự ",
1035,,,2,,thi hành án dân sự
1035,,,7,,thi hành án dân sự
1035,,,6,,thi hành án dân sự
1035,,,9,,thi hành án dân sự
1035,,,7a,,thi hành án dân sự
1035,,,7b,,thi hành án dân sự
1035,,,30,,thi hành án dân sự
1036,c,1,249,"hình sự ",
1036,s,1,51,"hình sự ",
1036,,,38,"hình sự ",
1036,,2,136,"tố tụng hình sự ",
1036,c,1,47,"hình sự ",
1036,,2,135,"tố tụng hình sự ",
1036,a,2,106,"tố tụng hình sự ",
1036,,3,106,"tố tụng hình sự ",
1036,,,333,"tố tụng hình sự ",
1036,,,331,"tố tụng hình sự ",
1036,,,6,,thi hành án dân sự
1036,,,2,,thi hành án dân sự
1036,,,7,,thi hành án dân sự
1036,,,7a,,thi hành án dân sự
1036,,,7b,,thi hành án dân sự
1036,,,30,,thi hành án dân sự
1036,,,9,,thi hành án dân sự
1037,s,1,51,"hình sự ",
1037,,2,51,"hình sự ",
1037,h,1,52,"hình sự ",
1037,c,1,249,"hình sự ",
1037,,,38,"hình sự ",
1037,,3,106,"tố tụng hình sự ",
1037,c,1,47,"hình sự ",
1037,,2,135,"tố tụng hình sự ",
1037,a,2,106,"tố tụng hình sự ",
1037,,2,136,"tố tụng hình sự ",
1037,,,333,"tố tụng hình sự ",
1037,,,331,"tố tụng hình sự ",
1037,,,6,,thi hành án dân sự
1037,,,2,,thi hành án dân sự
1037,,,7a,,thi hành án dân sự
1037,,,7,,thi hành án dân sự
1037,,,30,,thi hành án dân sự
1037,,,7b,,thi hành án dân sự
1037,,,9,,thi hành án dân sự
1038,c,1,249,"hình sự ",
1038,,1,38,"hình sự ",
1038,s,1,51,"hình sự ",
1038,c,1,47,"hình sự ",
1038,a,2,106,"tố tụng hình sự ",
1038,,1,52,"hình sự ",
1038,,2,136,"tố tụng hình sự ",
1038,,3,106,"tố tụng hình sự ",
1038,,2,135,"tố tụng hình sự ",
1038,,,331,"tố tụng hình sự ",
1038,,,2,,thi hành án dân sự
1038,,,333,"tố tụng hình sự ",
1038,,,7,,thi hành án dân sự
1038,,,6,,thi hành án dân sự
1038,,,7b,,thi hành án dân sự
1038,,,7a,,thi hành án dân sự
1038,,,9,,thi hành án dân sự
1038,,,30,,thi hành án dân sự
1039,,1,47,"hình sự ",
1039,,1,52,"hình sự ",
1039,,2,136,"tố tụng hình sự ",
1039,c,1,249,"hình sự ",
1039,s,1,51,"hình sự ",
1039,c,1,47,"hình sự ",
1039,,,38,"hình sự ",
1039,,2,106,"tố tụng hình sự ",
1039,,,333,"tố tụng hình sự ",
1039,,,331,"tố tụng hình sự ",
1039,,,7,,thi hành án dân sự
1039,,,2,,thi hành án dân sự
1039,,,7a,,thi hành án dân sự
1039,,,6,,thi hành án dân sự
1039,,,30,,thi hành án dân sự
1039,,,7b,,thi hành án dân sự
1039,,,9,,thi hành án dân sự
1040,b,2,251,"hình sự ",
1040,s,1,51,"hình sự ",
1040,,2,51,"hình sự ",
1040,,,38,"hình sự ",
1040,,,47,"hình sự ",
1040,,,106,"tố tụng hình sự ",
1040,,,136,"tố tụng hình sự ",
1040,,,2,,thi hành án dân sự
1040,,,331,"tố tụng hình sự ",
1040,,,6,,thi hành án dân sự
1040,,,333,"tố tụng hình sự ",
1040,,,9,,thi hành án dân sự
1040,,,7,,thi hành án dân sự
1040,,,30,,thi hành án dân sự
1041,,,17,"hình sự ",
1041,c,1,249,"hình sự ",
1041,,,38,"hình sự ",
1041,s,1,51,"hình sự ",
1041,,2,51,"hình sự ",
1041,,5,249,"hình sự ",
1041,,1,249,"hình sự ",
1041,,,135,"tố tụng hình sự ",
1041,,,331,"tố tụng hình sự ",
1041,,,136,"tố tụng hình sự ",
1041,,,333,"tố tụng hình sự ",
1041,,,106,"tố tụng hình sự ",
1042,,1,249,"hình sự ",
1042,s,1,51,"hình sự ",
1042,,5,249,"hình sự ",
1042,,,38,"hình sự ",
1042,c,1,249,"hình sự ",
1042,,,136,"tố tụng hình sự ",
1042,,,135,"tố tụng hình sự ",
1042,,,333,"tố tụng hình sự ",
1042,,,331,"tố tụng hình sự ",
1042,,,47,"hình sự ",
1042,,,106,"tố tụng hình sự ",
1043,c,1,249,"hình sự ",
1043,,5,249,"hình sự ",
1043,s,1,51,"hình sự ",
1043,,,106,"tố tụng hình sự ",
1043,,,47,"hình sự ",
1043,,,135,"tố tụng hình sự ",
1043,,,331,"tố tụng hình sự ",
1043,,,333,"tố tụng hình sự ",
1043,,,299,"tố tụng hình sự ",
1043,,,326,"tố tụng hình sự ",
1043,,3,326,"tố tụng hình sự ",
1044,c,1,249,"hình sự ",
1044,s,1,51,"hình sự ",
1044,,,136,"hình sự ",
1044,,,38,"hình sự ",
1044,,,331,"tố tụng hình sự ",
1044,,,333,"tố tụng hình sự ",
1044,,,136,"tố tụng hình sự ",
1044,,,106,"tố tụng hình sự ",
1044,,,2,,thi hành án dân sự
1044,,,26,,thi hành án dân sự
1044,,,6,,thi hành án dân sự
1044,,,9,,thi hành án dân sự
1044,,,7,,thi hành án dân sự
1044,,,30,,thi hành án dân sự
1045,c,1,249,"hình sự ",
1045,s,1,51,"hình sự ",
1045,,,333,"tố tụng hình sự ",
1045,,,331,"tố tụng hình sự ",
1045,,,136,"hình sự ",
1045,,,106,"tố tụng hình sự ",
1045,,,136,"tố tụng hình sự ",
1045,,,26,,thi hành án dân sự
1045,,,6,,thi hành án dân sự
1045,,,2,,thi hành án dân sự
1045,,,9,,thi hành án dân sự
1045,,,7,,thi hành án dân sự
1045,,,30,,thi hành án dân sự
1046,c,1,249,"hình sự ",
1046,s,1,51,"hình sự ",
1046,,,331,"tố tụng hình sự ",
1046,,,136,"hình sự ",
1046,,,333,"tố tụng hình sự ",
1046,,,106,"tố tụng hình sự ",
1046,,,26,,thi hành án dân sự
1046,,,2,,thi hành án dân sự
1046,,,136,"tố tụng hình sự ",
1046,,,6,,thi hành án dân sự
1046,,,7,,thi hành án dân sự
1046,,,9,,thi hành án dân sự
1046,,,30,,thi hành án dân sự
1047,s,1,51,"hình sự ",
1047,c,1,249,"hình sự ",
1047,,,331,"tố tụng hình sự ",
1047,,,106,"tố tụng hình sự ",
1047,,,136,"hình sự ",
1047,,,2,,thi hành án dân sự
1047,,,136,"tố tụng hình sự ",
1047,,,333,"tố tụng hình sự ",
1047,,,26,,thi hành án dân sự
1047,,,6,,thi hành án dân sự
1047,,,9,,thi hành án dân sự
1047,,,7,,thi hành án dân sự
1047,,,30,,thi hành án dân sự
1048,,,248,"hình sự ",
1048,,1,249,"hình sự ",
1048,c,1,249,"hình sự ",
1048,s,1,51,"hình sự ",
1048,,,331,"tố tụng hình sự ",
1048,,,136,"hình sự ",
1048,h,1,52,"hình sự ",
1048,,,333,"tố tụng hình sự ",
1048,,,106,"tố tụng hình sự ",
1048,,,53,"hình sự ",
1048,,,136,"tố tụng hình sự ",
1048,,,26,,thi hành án dân sự
1048,,,2,,thi hành án dân sự
1048,,,7,,thi hành án dân sự
1048,,,9,,thi hành án dân sự
1048,,,6,,thi hành án dân sự
1048,,,30,,thi hành án dân sự
1049,c,1,249,"hình sự ",
1049,s,1,51,"hình sự ",
1049,,,136,"tố tụng hình sự ",
1049,,,331,"tố tụng hình sự ",
1049,,,333,"tố tụng hình sự ",
1049,,,26,,thi hành án dân sự
1049,,,106,"tố tụng hình sự ",
1049,,,2,,thi hành án dân sự
1049,,,6,,thi hành án dân sự
1049,,,7,,thi hành án dân sự
1049,,,30,,thi hành án dân sự
1049,,,9,,thi hành án dân sự
1050,c,1,249,"hình sự ",
1050,s,1,51,"hình sự ",
1050,,,331,"tố tụng hình sự ",
1050,,,136,"hình sự ",
1050,,,333,"tố tụng hình sự ",
1050,,,38,"hình sự ",
1050,,,106,"tố tụng hình sự ",
1050,,,136,"tố tụng hình sự ",
1050,,,26,,thi hành án dân sự
1050,,,2,,thi hành án dân sự
1050,,,6,,thi hành án dân sự
1050,,,7,,thi hành án dân sự
1050,,,9,,thi hành án dân sự
1050,,,30,,thi hành án dân sự
1051,c,1,249,"hình sự ",
1051,,1,249,"hình sự ",
1051,s,1,51,"hình sự ",
1051,,,136,"hình sự ",
1051,,,333,"tố tụng hình sự ",
1051,,,106,"tố tụng hình sự ",
1051,,,331,"tố tụng hình sự ",
1051,,,136,"tố tụng hình sự ",
1051,,,26,,thi hành án dân sự
1051,,,2,,thi hành án dân sự
1051,,,6,,thi hành án dân sự
1051,,,30,,thi hành án dân sự
1051,,,7,,thi hành án dân sự
1051,,,9,,thi hành án dân sự
1052,c,1,249,"hình sự ",
1052,,5,249,"hình sự ",
1052,,,38,"hình sự ",
1052,s,1,51,"hình sự ",
1052,,,47,"hình sự ",
1052,,,106,"tố tụng hình sự ",
1052,,,136,"tố tụng hình sự ",
1052,,,135,"tố tụng hình sự ",
1053,c,1,249,"hình sự ",
1053,,2,106,"tố tụng hình sự ",
1053,s,1,51,"hình sự ",
1053,,5,249,"hình sự ",
1053,s,,51,"hình sự ",
1053,,,333,"tố tụng hình sự ",
1053,,,136,"tố tụng hình sự ",
1053,,,331,"tố tụng hình sự ",
1053,,,30,,thi hành án dân sự
1053,,,2,,thi hành án dân sự
1054,c,1,249,"hình sự ",
1054,,,106,"tố tụng hình sự ",
1054,s,1,51,"hình sự ",
1054,,,135,"tố tụng hình sự ",
1054,,,47,"hình sự ",
1054,,,331,"tố tụng hình sự ",
1054,,,333,"tố tụng hình sự ",
1054,,,336,"tố tụng hình sự ",
1054,,,337,"tố tụng hình sự ",
1055,,1,251,"hình sự ",
1055,c,1,249,"hình sự ",
1055,s,1,51,"hình sự ",
1055,,1,51,"hình sự ",
1055,,2,136,"tố tụng hình sự ",
1055,,,106,"tố tụng hình sự ",
1055,,1,333,"tố tụng hình sự ",
1055,,1,331,"tố tụng hình sự ",
1056,n,2,249,"hình sự ",
1056,g,2,249,"hình sự ",
1056,s,1,51,"hình sự ",
1056,t,1,51,"hình sự ",
1056,,1,54,"hình sự ",
1056,,,54,"hình sự ",
1056,c,1,47,"hình sự ",
1056,a,1,47,"hình sự ",
1056,a,2,106,"tố tụng hình sự ",
1056,c,2,106,"tố tụng hình sự ",
1056,,1,106,"tố tụng hình sự ",
1056,,,136,"tố tụng hình sự ",
1057,,1,249,"hình sự ",
1057,s,1,51,"hình sự ",
1057,,1,251,"hình sự ",
1057,,,38,"hình sự ",
1057,,,47,"hình sự ",
1057,c,1,47,"hình sự ",
1057,,,106,"tố tụng hình sự ",
1057,a,2,106,"tố tụng hình sự ",
1058,s,1,51,"hình sự ",
1058,g,2,249,"hình sự ",
1058,,,47,"hình sự ",
1058,,,38,"hình sự ",
1058,,,136,"tố tụng hình sự ",
1058,,,106,"tố tụng hình sự ",
1059,o,2,249,"hình sự ",
1059,s,1,51,"hình sự ",
1059,i,1,249,"hình sự ",
1059,,2,136,"tố tụng hình sự ",
1059,a,2,106,"tố tụng hình sự ",
1059,,1,331,"tố tụng hình sự ",
1059,,1,333,"tố tụng hình sự ",
1060,c,1,249,"hình sự ",
1060,c,1,47,"hình sự ",
1060,s,1,51,"hình sự ",
1060,a,2,106,"tố tụng hình sự ",
1060,,2,136,"tố tụng hình sự ",
1061,c,1,249,"hình sự ",
1061,,2,106,"tố tụng hình sự ",
1061,s,1,51,"hình sự ",
1061,,1,47,"hình sự ",
1061,,1,293,"tố tụng hình sự ",
1061,a,2,106,"tố tụng hình sự ",
1061,a,1,47,"hình sự ",
1061,,2,136,"tố tụng hình sự ",
1061,c,1,47,"hình sự ",
1061,,,321,"tố tụng hình sự ",
1061,,1,333,"tố tụng hình sự ",
1061,,,292,"tố tụng hình sự ",
1062,c,1,249,"hình sự ",
1062,s,1,51,"hình sự ",
1062,,1,38,"hình sự ",
1062,,2,135,"tố tụng hình sự ",
1062,,2,136,"tố tụng hình sự ",
1062,,1,249,"hình sự ",
1062,a,1,46,"hình sự ",
1062,c,1,47,"hình sự ",
1062,,2,47,"hình sự ",
1062,,2,106,"tố tụng hình sự ",
1062,a,2,106,"tố tụng hình sự ",
1063,c,1,249,"hình sự ",
1063,s,1,51,"hình sự ",
1063,,2,51,"hình sự ",
1063,,1,38,"hình sự ",
1063,,,38,"hình sự ",
1063,a,1,46,"hình sự ",
1063,,1,47,"hình sự ",
1063,,2,47,"hình sự ",
1063,,2,106,"tố tụng hình sự ",
1063,,1,249,"hình sự ",
1064,s,1,51,"hình sự ",
1064,c,1,249,"hình sự ",
1064,,2,136,"tố tụng hình sự ",
1064,,2,135,"tố tụng hình sự ",
1064,,,38,"hình sự ",
1064,,1,38,"hình sự ",
1064,a,1,46,"hình sự ",
1064,a,1,47,"hình sự ",
1064,c,1,47,"hình sự ",
1064,c,2,47,"hình sự ",
1064,a,2,106,"tố tụng hình sự ",
1064,a,2,47,"hình sự ",
1064,a,3,106,"tố tụng hình sự ",
1064,c,2,106,"tố tụng hình sự ",
1065,c,1,249,"hình sự ",
1065,,2,51,"hình sự ",
1065,s,1,51,"hình sự ",
1065,,,47,"hình sự ",
1065,,,38,"hình sự ",
1065,,2,136,"tố tụng hình sự ",
1065,,,106,"tố tụng hình sự ",
1065,,,331,"tố tụng hình sự ",
1065,,,333,"tố tụng hình sự ",
1066,c,1,249,"hình sự ",
1066,s,1,51,"hình sự ",
1066,,,38,"hình sự ",
1066,,,106,"tố tụng hình sự ",
1066,,,135,"tố tụng hình sự ",
1066,,,331,"tố tụng hình sự ",
1066,,5,249,"hình sự ",
1066,,,333,"tố tụng hình sự ",
1067,c,1,249,"hình sự ",
1067,s,1,51,"hình sự ",
1067,,,106,"tố tụng hình sự ",
1067,,,38,"hình sự ",
1067,,,135,"tố tụng hình sự ",
1067,,,331,"tố tụng hình sự ",
1067,,,333,"tố tụng hình sự ",
1067,,5,249,"hình sự ",
1068,c,1,249,"hình sự ",
1068,,,38,"hình sự ",
1068,s,1,51,"hình sự ",
1068,i,1,249,"hình sự ",
1068,,,106,"tố tụng hình sự ",
1068,,,331,"tố tụng hình sự ",
1068,,,135,"tố tụng hình sự ",
1068,,,333,"tố tụng hình sự ",
1068,,5,249,"hình sự ",
1069,,1,194,"hình sự ",
1069,s,1,51,"hình sự ",
1069,c,1,249,"hình sự ",
1069,h,1,52,"hình sự ",
1069,,,38,"hình sự ",
1069,,,106,"tố tụng hình sự ",
1069,,,135,"tố tụng hình sự ",
1069,,,333,"tố tụng hình sự ",
1069,,,331,"tố tụng hình sự ",
1069,,5,249,"hình sự ",
1070,c,1,249,"hình sự ",
1070,s,1,51,"hình sự ",
1070,,,38,"hình sự ",
1070,,,135,"tố tụng hình sự ",
1070,,,333,"tố tụng hình sự ",
1070,,,106,"tố tụng hình sự ",
1070,,5,249,"hình sự ",
1070,,,331,"tố tụng hình sự ",
1071,c,1,249,"hình sự ",
1071,h,1,52,"hình sự ",
1071,s,1,51,"hình sự ",
1071,,5,249,"hình sự ",
1071,,,106,"tố tụng hình sự ",
1071,,,38,"hình sự ",
1071,,,136,"tố tụng hình sự ",
1071,,,331,"tố tụng hình sự ",
1071,,,333,"tố tụng hình sự ",
1072,o,2,249,"hình sự ",
1072,,,38,"hình sự ",
1072,s,1,51,"hình sự ",
1072,,,47,"hình sự ",
1072,,,106,"tố tụng hình sự ",
1072,c,2,290,"tố tụng hình sự ",
1072,h,1,52,"hình sự ",
1072,,2,136,"tố tụng hình sự ",
1072,,,329,"tố tụng hình sự ",
1072,,,333,"tố tụng hình sự ",
1072,,,331,"tố tụng hình sự ",
1073,,1,51,"hình sự ",
1073,c,1,249,"hình sự ",
1073,a,2,106,"tố tụng hình sự ",
1073,a,3,106,"tố tụng hình sự ",
1073,,1,47,"hình sự ",
1073,,1,46,"hình sự ",
1073,,2,135,"tố tụng hình sự ",
1073,s,1,51,"hình sự ",
1073,,2,136,"tố tụng hình sự ",
1074,s,1,51,"hình sự ",
1074,n,2,249,"hình sự ",
1074,,,47,"hình sự ",
1074,,,38,"hình sự ",
1074,,2,51,"hình sự ",
1074,,,106,"tố tụng hình sự ",
1074,,,136,"tố tụng hình sự ",
1074,,,331,"tố tụng hình sự ",
1074,,,333,"tố tụng hình sự ",
1075,m,2,194,"hình sự ",
1075,,,38,"hình sự ",
1075,,,47,"hình sự ",
1075,,5,194,"hình sự ",
1075,,,106,"tố tụng hình sự ",
1075,,,136,"tố tụng hình sự ",
1075,,,331,"tố tụng hình sự ",
1075,,,333,"tố tụng hình sự ",
1076,c,1,249,"hình sự ",
1076,g,1,249,"hình sự ",
1076,s,1,51,"hình sự ",
1076,,2,51,"hình sự ",
1076,,,38,"hình sự ",
1076,,,47,"hình sự ",
1076,,,106,"tố tụng hình sự ",
1076,,,136,"tố tụng hình sự ",
1076,,,333,"tố tụng hình sự ",
1076,,,331,"tố tụng hình sự ",
1077,c,1,249,"hình sự ",
1077,s,1,51,"hình sự ",
1077,,,38,"hình sự ",
1077,,,47,"hình sự ",
1077,,,106,"tố tụng hình sự ",
1077,,,136,"tố tụng hình sự ",
1077,,,41,"hình sự ",
1077,,,331,"tố tụng hình sự ",
1077,,,333,"tố tụng hình sự ",
1078,,1,194,"hình sự ",
1078,,,38,"hình sự ",
1078,s,1,51,"hình sự ",
1078,,,136,"tố tụng hình sự ",
1078,,,106,"tố tụng hình sự ",
1078,,,333,"tố tụng hình sự ",
1078,,,331,"tố tụng hình sự ",
1078,,,299,"tố tụng hình sự ",
1078,,,326,"tố tụng hình sự ",
1079,c,1,249,"hình sự ",
1079,,2,51,"hình sự ",
1079,s,1,51,"hình sự ",
1079,,,46,"hình sự ",
1079,,,47,"hình sự ",
1079,,2,135,"tố tụng hình sự ",
1079,a,2,106,"tố tụng hình sự ",
1079,c,2,106,"tố tụng hình sự ",
1079,,2,136,"tố tụng hình sự ",
1080,s,1,51,"hình sự ",
1080,,1,251,"hình sự ",
1080,,,47,"hình sự ",
1080,,,57,"hình sự ",
1080,,,46,"hình sự ",
1080,a,2,106,"tố tụng hình sự ",
1080,c,2,106,"tố tụng hình sự ",
1080,,2,51,"hình sự ",
1080,,2,136,"tố tụng hình sự ",
1080,,2,135,"tố tụng hình sự ",
1081,g,2,249,"hình sự ",
1081,s,1,51,"hình sự ",
1081,,2,51,"hình sự ",
1081,c,1,47,"hình sự ",
1081,a,1,47,"hình sự ",
1081,a,2,106,"tố tụng hình sự ",
1081,,,52,"hình sự ",
1081,,,38,"hình sự ",
1081,,2,70,"hình sự ",
1082,s,1,51,"hình sự ",
1082,c,1,249,"hình sự ",
1082,,,46,"hình sự ",
1082,,,47,"hình sự ",
1082,,,38,"hình sự ",
1082,c,1,294,"hình sự ",
1082,,,89,"tố tụng hình sự ",
1082,,,135,"tố tụng hình sự ",
1082,,,106,"tố tụng hình sự ",
1082,,,331,"tố tụng hình sự ",
1082,,,333,"tố tụng hình sự ",
1082,,2,136,"tố tụng hình sự ",
1082,,,337,"tố tụng hình sự ",
1083,c,1,249,"hình sự ",
1083,,,38,"hình sự ",
1083,s,1,51,"hình sự ",
1083,,,47,"hình sự ",
1083,,2,51,"hình sự ",
1083,,,46,"hình sự ",
1083,,,89,"tố tụng hình sự ",
1083,,,106,"tố tụng hình sự ",
1083,,1,249,"hình sự ",
1083,,,135,"tố tụng hình sự ",
1083,,2,136,"tố tụng hình sự ",
1083,,,333,"tố tụng hình sự ",
1083,,,331,"tố tụng hình sự ",
1083,,,337,"tố tụng hình sự ",
1084,s,1,51,"hình sự ",
1084,,1,249,"hình sự ",
1084,,,38,"hình sự ",
1084,h,1,52,"hình sự ",
1084,,,46,"hình sự ",
1084,,,47,"hình sự ",
1084,,,89,"tố tụng hình sự ",
1084,,2,136,"tố tụng hình sự ",
1084,,,135,"tố tụng hình sự ",
1084,,,106,"tố tụng hình sự ",
1084,,,333,"tố tụng hình sự ",
1084,,,331,"tố tụng hình sự ",
1084,,,337,"tố tụng hình sự ",
1085,,1,194,"hình sự ",
1085,,1,249,"hình sự ",
1085,s,1,51,"hình sự ",
1085,,,38,"hình sự ",
1085,,2,51,"hình sự ",
1085,,,47,"hình sự ",
1085,,,46,"hình sự ",
1085,,,89,"tố tụng hình sự ",
1085,,,106,"tố tụng hình sự ",
1085,c,1,249,"hình sự ",
1085,,,135,"tố tụng hình sự ",
1085,,2,136,"tố tụng hình sự ",
1085,,,333,"tố tụng hình sự ",
1085,,,331,"tố tụng hình sự ",
1085,,,337,"tố tụng hình sự ",
1086,c,1,249,"hình sự ",
1086,s,1,51,"hình sự ",
1086,,,38,"hình sự ",
1086,,2,51,"hình sự ",
1086,,,46,"hình sự ",
1086,,,89,"tố tụng hình sự ",
1086,,,47,"hình sự ",
1086,,1,249,"hình sự ",
1086,,,106,"tố tụng hình sự ",
1086,,,135,"tố tụng hình sự ",
1086,,2,136,"tố tụng hình sự ",
1086,,,331,"tố tụng hình sự ",
